,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
800998,0,1,1,1,23356.2,0.437387644,0.25031842,0.109486184,57020.5,0.293877843,0.908579352,0.26701134,0,1,1,1,23356.2,0.437387644,0.25031842,0.109486184,57020.5,0.293877843,0.908579352,0.26701134
801010,23140,23141,5.10E-05,1.181291592,383040,0.551384547,0.777778027,0.428854785,369360,0.38501871,1.073963501,0.413496042,30000,1.296443542,23141,30001,424080,1.107142577,0.551384547,0.610461308,424080,1.148147747,0.38501871,0.442058364
801011,0,2.35E-05,1.26378208,2.96E-05,0,2.73E-06,1.00651295,2.75E-06,0,2.90E-06,1.009921084,2.93E-06,0,1,0.0000235,0.0000235,0,0.00000273,1.00651295,0.00000275,0,0.0000029,1.009921084,0.00000293
801018,24310,24311,3.01E-05,0.73105942,393964,15.4365201,0.063962555,0.987359263,369448,0.942168186,1.032684001,0.972962012,0,0.0000411,24311,1,105553,0.267927354,15.4365201,4.135865983,405748,1.098254428,0.942168186,1.034740381
801019,0,1,1,1,97346.2,0.47695569,1.157069394,0.551870831,210761.39,0.650077971,0.837577545,0.544490711,0,1,1,1,97346.2,0.47695569,1.157069394,0.551870831,210761.39,0.650077971,0.837577545,0.544490711
801023,13435.84,13436.84,5.23E-05,0.703225215,243484,3.640452993,0.144228101,0.525055624,187055,0.433577421,0.976888334,0.423556724,0,0.0000744,13436.84,1,207121,0.850656098,3.640452993,3.096773538,130790,0.699207724,0.433577421,0.303160681
801024,0,1,3.12E-05,3.12E-05,19522.4,0.054310601,1.038248303,0.056387889,231573.6,0.649354936,1.039764515,0.67517622,0,1,1,1,19522.4,0.054310601,1.038248303,0.056387889,231573.6,0.649354936,1.039764515,0.67517622
801054,32894.5,1.141123821,28827.2836,32895.5,815190,1.205176996,1.894356651,2.283035059,788952,1.248105286,1.142387204,1.425819508,25080,0.762444711,1.141123821,0.870043822,690481,0.847018674,1.205176996,1.020807421,750873,0.951734767,1.248105286,1.187865194
801055,15675,15676,4.08E-05,0.639872985,210240,1.519157011,0.721441202,1.095982459,204480,1.002422214,1.114847609,1.117548008,0,0.0000638,15676,1,0,0.00000476,1.519157011,0.00000723,0,0.00000489,1.002422214,0.0000049
801057,0,1,1,1,108000,0.456320537,0.559410398,0.255270453,231700,0.445413615,0.769922589,0.342934003,0,1,1,1,108000,0.456320537,0.559410398,0.255270453,231700,0.445413615,0.769922589,0.342934003
801060,34880,34881,0.000107736,3.757931912,392190,2.101048727,0.6644903,1.396126499,369750,1.186837772,0.888140563,1.054078767,36500,1.046443623,34881,36501,350880,0.894668669,2.101048727,1.879742468,350013,0.946620834,1.186837772,1.123485362
801072,15675,0.384958357,1.199521082,0.461765665,324144,0.943070153,1.065615269,1.004949955,313833,0.920889815,1.14656633,1.055861256,30235,1.928808369,0.384958357,0.742510901,387312,1.19487575,0.943070153,1.126851657,380196,1.211458924,0.920889815,1.115620185
801081,0,1,1,1,15300,0.169895959,1.499991672,0.254842524,49626,0.174013205,1.098265518,0.191112703,0,1,1,1,15300,0.169895959,1.499991672,0.254842524,49626,0.174013205,1.098265518,0.191112703
801087,46070,46071,3.33E-05,1.534786787,685440,1.365428071,0.528273139,0.721318973,619030,0.58582359,1.053281846,0.617037352,60392,1.310868008,46071,60393,711648,1.038235238,1.365428071,1.417635538,627870,1.014280383,0.58582359,0.594189375
801090,0,1,1.97E-05,1.97E-05,259810.15,0.316615285,1.101019523,0.34859961,473385.64,0.692263442,1.007900505,0.697732673,0,1,1,1,259810.15,0.316615285,1.101019523,0.34859961,473385.64,0.692263442,1.007900505,0.697732673
801094,10750,0.356852239,1.230914548,0.439254613,241873.6,1.064835105,0.850884334,0.906051509,229351,1.016050039,0.859525295,0.87332071,19950,1.85573435,0.356852239,0.662222958,361374.8,1.494062626,1.064835105,1.590930333,312440,1.362277198,1.016050039,1.384141801
801099,18400,0.433913971,1.172715759,0.508857752,772160,0.940156927,0.82634748,0.776896307,697680,0.958913723,1.207407063,1.157799202,28400,1.543448726,0.433913971,0.669723965,905920,1.173228122,0.940156927,1.103018546,788880,1.130718767,0.958913723,1.084261742
801105,0,1,1,1,60517.24,0.260852571,0.46666141,0.121729829,97789.04,0.294386915,0.688161961,0.202585876,0,1,1,1,60517.24,0.260852571,0.46666141,0.121729829,97789.04,0.294386915,0.688161961,0.202585876
801115,17306.35,17307.35,3.91E-05,0.676779287,416000,2.847703018,0.44355992,1.263126924,254115,0.791947316,1.008055968,0.798327219,19420,1.122124415,17307.35,19421,295200,0.709616083,2.847703018,2.02077586,288775,1.136394403,0.791947316,0.899964497
801120,0,4.06E-05,24623.8623,1,39515,0.127946404,3.773699187,0.482831241,94460,0.320221325,0.989288371,0.316791233,0,1,0.0000406,0.0000406,39515,0.127946404,3.773699187,0.482831241,94460,0.320221325,0.989288371,0.316791233
801132,0,1.74E-05,1.43775957,2.51E-05,630420,1.320754045,1.364805824,1.802572812,495330,1.047618947,1.351930324,1.416307823,0,1,0.0000174,0.0000174,630420,1.320754045,1.364805824,1.802572812,495330,1.047618947,1.351930324,1.416307823
801135,0,3.50E-05,0.643951479,2.25E-05,12384,0.020469244,1.055788274,0.021611188,73152,0.108302453,1.196808162,0.129617259,0,1,0.000035,0.000035,28080,2.267339524,0.020469244,0.046410726,26352,0.360244966,0.108302453,0.039015413
801136,13800,13801,4.08E-05,0.562470406,285120,1.193173591,0.942012063,1.123983916,236160,0.690067177,1.357141441,0.936518763,32912.5,2.384863416,13801,32913.5,362160,1.270201073,1.193173591,1.515570375,360000,1.524388023,0.690067177,1.05193014
801143,23922.2,0.572274648,1.237899234,0.708418349,550925,1.030009863,1.014376,1.044817284,545412,1.029160358,1.018432178,1.048130025,0,0.0000418,0.572274648,0.0000239,410070,0.744330455,1.030009863,0.766667709,572687,1.050007976,1.029160358,1.080626584
801147,0,1,1,1,51552,1.226605439,1.076921106,1.320957286,216000,1.065955704,0.649039586,0.691847448,0,1,1,1,51552,1.226605439,1.076921106,1.320957286,216000,1.065955704,0.649039586,0.691847448
801160,23306.8,23307.8,9.20E-05,2.145178768,507420,0.766539301,0.697743235,0.534847611,499614,0.432964276,1.039128137,0.449905362,0,0.0000429,23307.8,1,291629.392,0.574730632,0.766539301,0.440553617,447046.544,0.894784072,0.432964276,0.387409538
801183,16738.15,0.469146825,1.000108215,0.469197594,362089,1.021068286,0.936422564,0.956151382,358042,1.125760294,0.98925835,1.113667771,14080,0.841201614,0.469146825,0.394647067,412688,1.139741501,1.021068286,1.1637539,470663,1.314546018,1.125760294,1.479863712
801187,0,1,2.30E-05,2.30E-05,0,1.41E-06,0.937457565,1.32E-06,450098.82,0.639000513,0.808960167,0.516925961,0,1,1,1,0,0.00000141,0.937457565,0.00000132,450098.82,0.639000513,0.808960167,0.516925961
801192,0,1,5.09E-05,5.09E-05,70560,31.32563818,0.012992706,0.407004814,79920,0.385832702,1.199998841,0.462998795,0,1,1,1,70560,31.32563818,0.012992706,0.407004814,79920,0.385832702,1.199998841,0.462998795
801199,13870,13871,8.32E-05,1.154336063,332397,1.580697494,0.695569042,1.099484242,363745,0.992414731,1.029016124,1.02121076,14599.9,1.052620575,13871,14600.9,363120,1.092428354,1.580697494,1.726798762,396110,1.088976923,0.992414731,1.08071674
801210,0,3.58E-05,1.211834519,4.34E-05,7200,0.021698118,1.058907858,0.022976308,149760,0.451465384,1.082802277,0.488847746,0,1,0.0000358,0.0000358,7200,0.021698118,1.058907858,0.022976308,149760,0.451465384,1.082802277,0.488847746
801216,0,1,1.59E-05,1.59E-05,775185.48,0.375902179,1.558633917,0.585893885,1224525.24,0.596377008,1.604764143,0.957044439,0,1,1,1,775185.48,0.375902179,1.558633917,0.585893885,1224525.24,0.596377008,1.604764143,0.957044439
801234,0,3.99E-05,2.505253265,1.00E-04,402690,0.283789356,1.304100467,0.370089831,582366,0.3833,1.096982365,0.42047334,25862.68,25863.68,0.0000399,1.032274631,560201,1.391146065,0.283789356,0.394792445,545028,0.93588579,0.3833,0.358725023
801235,0,2.84E-05,1.334478373,3.78E-05,0,2.55E-06,1.197252191,3.05E-06,0,2.67E-06,1.193116032,3.19E-06,0,1,0.0000284,0.0000284,0,0.00000255,1.197252191,0.00000305,0,0.00000267,1.193116032,0.00000319
801238,0,1,1,1,13428,0.48389654,0.803036003,0.388586343,18189,0.171809751,1.199997733,0.206171311,0,1,1,1,4830,0.359743838,0.48389654,0.174078798,23427,1.287960418,0.171809751,0.221284158
801242,0,1,1,1,1501,0.006101599,0.560684761,0.003421073,130286.8,0.280001547,1.549998168,0.434001885,0,1,1,1,1501,0.006101599,0.560684761,0.003421073,130286.8,0.280001547,1.549998168,0.434001885
801255,0,1.70E-05,1.246306902,2.12E-05,0,1.26E-06,1.210469936,1.53E-06,0,1.48E-06,1.110591441,1.65E-06,0,1,0.000017,0.000017,0,0.00000126,1.210469936,0.00000153,0,0.00000148,1.110591441,0.00000165
801268,0,2.55E-05,1.467481318,3.74E-05,307192,0.363092722,1.073846309,0.38990578,411350,0.539490546,1.060110162,0.571919411,0,1,0.0000255,0.0000255,93290,0.303688561,0.363092722,0.110267106,195225,0.47459712,0.539490546,0.25604066
801297,16800,16801,2.99E-05,0.502910231,282240,1.506685144,0.442084207,0.666081708,262080,0.943803433,0.803300612,0.758157875,0.3334,0.0000794,16801,1.3334,88272,0.312757537,1.506685144,0.471227135,273600,1.043955876,0.943803433,0.98528914
801300,18400,0.296982379,1.21682365,0.361375183,548496,0.82024805,1.097290481,0.900050377,496800,0.817233256,1.094594424,0.894538966,31450,1.709200587,0.296982379,0.507602457,672480,1.226043169,0.82024805,1.005659518,562176,1.131593938,0.817233256,0.924776199
801313,0,1,1,1,173672.1,1.055865582,0.407029538,0.42976848,81315.92,0.805820121,0.181578087,0.146319276,0,1,1,1,173672.1,1.055865582,0.407029538,0.42976848,81315.92,0.805820121,0.181578087,0.146319276
801314,19720,19721,1,19721,407025,1.026498126,0.642983296,0.660021149,442222,0.515250337,1.087967555,0.56057565,0,0.0000507,19721,1,0,0.00000246,1.026498126,0.00000252,0,0.00000226,0.515250337,0.00000117
801318,27170,0.581774521,1.267450633,0.737370485,602496,1.401522817,1.05604706,1.480074051,585360,1.506294616,1.09010501,1.642019308,0,0.0000368,0.581774521,0.0000214,474480,0.787524253,1.401522817,1.10373321,599760,1.024600204,1.506294616,1.543349771
801325,0,1,3.20E-05,3.20E-05,0,2.21E-06,1.111110838,2.46E-06,315029.34,0.699782875,1.123822962,0.786432063,0,1,1,1,0,0.00000221,1.111110838,0.00000246,315029.34,0.699782875,1.123822962,0.786432063
801331,0,2.54E-05,39404.8597,1,0,1.68E-06,1.885119141,3.18E-06,0,1.78E-06,0.999473902,1.78E-06,0,1,0.0000254,0.0000254,0,0.00000168,1.885119141,0.00000318,0,0.00000178,0.999473902,0.00000178
801332,60674.6,60675.6,2.15E-05,1.30208359,880020,9.667386137,0.130413283,1.260755564,762600,1.118732809,1,1.118732809,0,0.0000165,60675.6,1,422440,0.480035136,9.667386137,4.640685015,459800,0.60293784,1.118732809,0.674526344
801336,11045.11,0.649906476,1.157536476,0.752290452,215014,0.554937854,0.926181487,0.513973167,207127,0.554406728,1.138097291,0.630968795,15670,1.418689475,0.649906476,0.922015477,210228,0.977741088,0.554937854,0.542585541,213199,1.029315206,0.554406728,0.570659275
801352,25375,0.52519599,1.399498507,0.735011004,414330,1.006825147,1.240435001,1.248901152,411900,1.045029897,1.242187674,1.298123257,36500,1.438406368,0.52519599,0.755445256,466182,1.12514632,1.006825147,1.132825609,465960,1.131245129,1.045029897,1.18218498
801353,0,1,6.55E-05,6.55E-05,5236,0.02355597,0.743215697,0.017507167,83566.56,0.354669406,0.803052828,0.284818269,0,1,1,1,5236,0.02355597,0.743215697,0.017507167,83566.56,0.354669406,0.803052828,0.284818269
801366,16240,0.459716634,1.223190881,0.562321195,338478,1.177445302,1.032897026,1.216179751,335949,1.371852854,1.112863333,1.526684741,22000,1.354657964,0.459716634,0.6227588,361176,1.067058813,1.177445302,1.256403387,361074,1.074787915,1.371852854,1.474450869
801374,50160,0.735814702,1.289302687,0.948687873,924480,1.080542702,1.18749974,1.283144177,900000,1.056006039,1.311315918,1.384757529,60120,1.198560635,0.735814702,0.881918536,933120,1.009345784,1.080542702,1.090641221,900000,1,1.056006039,1.056006039
801380,0,7.49E-05,13350.7053,1,270506.8,1.217195393,0.896734179,1.091500711,265730.1,0.717730215,1.031736076,0.740508156,0,1,0.0000749,0.0000749,270506.8,1.217195393,0.896734179,1.091500711,265730.1,0.717730215,1.031736076,0.740508156
801387,32000,0.521036687,1.154122762,0.601340301,702720,0.888364255,1.126068197,1.000358735,702720,0.936335861,1.068375971,1.000358735,43500,1.35936377,0.521036687,0.708278396,720000,1.024590129,0.888364255,0.910209247,720000,1.024590129,0.936335861,0.959360481
801388,0,1,3.79E-05,3.79E-05,122400,1.217530304,0.378551236,0.460897601,165240,0.618794399,1.005520484,0.622210444,0,1,1,1,122400,1.217530304,0.378551236,0.460897601,165240,0.618794399,1.005520484,0.622210444
801389,10080,10081,0.000164832,1.661672747,135813,1.445832026,0.901508483,1.303429836,125970,0.974026175,1.075783342,1.047841133,19065,1.891280627,10081,19066,125460,0.923770745,1.445832026,1.335617328,126735,1.006072826,0.974026175,0.979941267
801393,0,2.08E-05,1.304726673,2.72E-05,93375,0.182693286,1.080909379,0.197474886,155610,0.343441633,1.126735451,0.386967864,0,1,0.0000208,0.0000208,93330,0.999518077,0.182693286,0.182605242,121329,0.779700664,0.343441633,0.26778167
801394,0,1,1,1,99192,1.293460133,-2.063480574,-2.669029858,221082,0.77822117,1.057415354,0.822903014,0,1,1,1,30300,0.305475185,1.293460133,0.395119973,63804,0.288602018,0.77822117,0.2245962
801400,13800,0.668961682,20630.4791,13801,253470,0.81087315,1.587762972,1.287474362,228123,0.753775586,0.860375509,0.648530053,0,0.0000725,0.668961682,0.0000485,0,0.00000395,0.81087315,0.0000032,0,0.00000438,0.753775586,0.0000033
801408,0,3.26E-05,1.417081143,4.62E-05,88245,0.182934621,1.008603736,0.184508542,59579,0.13275604,1.241200637,0.164776881,0,1,0.0000326,0.0000326,88245,0.182934621,1.008603736,0.184508542,59579,0.13275604,1.241200637,0.164776881
801410,18000,18001,3.67E-05,0.660728855,224640,224641,4.29E-06,0.963064679,224784,0.559837218,1.725803332,0.966168936,0,0.0000556,18001,1,57600,0.256413567,224641,57601,163296,0.726458616,0.559837218,0.406698571
801420,33495,0.598697299,2.097584161,1.255817972,589392,1.088924468,2.671102864,2.908629266,583200,1.094481436,2.730760361,2.988766521,0,0.0000299,0.598697299,0.0000179,216000,0.36648043,1.088924468,0.399069507,554400,0.950617369,1.094481436,1.040433063
801422,0,3.74E-05,2.095201967,7.84E-05,66960,0.297101089,1.196773645,0.355562754,225537,1.032188891,1.16323354,1.200676738,21422.5,21423.5,0.0000374,0.801633923,270960,4.046549484,0.297101089,1.202234259,262464,1.163728507,1.032188891,1.201187636
801427,44000,0.990531002,44421.6283,44001,757340.028,1.18656577,1.617644934,1.919442107,757592.3646,1.235652079,1.042349737,1.28798162,39355.5896,0.894447617,0.990531002,0.885978095,745463.628,0.984318293,1.18656577,1.167958393,733286.608,0.967917147,1.235652079,1.196008835
801437,23000,0.960520948,0.777024875,0.746348669,514943,1.206790955,0.826920873,0.99792063,516672,1.227716389,0.862201267,1.058538627,18170,0.79000913,0.960520948,0.758820318,528552,1.026428116,1.206790955,1.238684167,567980,1.099304589,1.227716389,1.349634261
801439,0,1,1,1,247164,1.182637006,0.89379809,1.057038697,352527,1.135084737,0.921187132,1.045625454,20896.24,20897.24,1,20897.24,395163,1.598786236,1.182637006,1.890783767,409521,1.161672264,1.135084737,1.318596456
801441,14124,14125,3.87E-05,0.547302053,383040,1.241721675,0.345016149,0.42841403,326150,0.388462817,1.194569164,0.464045703,24720,1.750159292,14125,24721,353932,0.924008135,1.241721675,1.147360929,344618,1.056624079,0.388462817,0.410459166
801446,0,4.62E-05,21624.0614,1,319568,0.279803703,1.650431521,0.461796852,516502,0.477116816,1.071921972,0.511431998,0,1,0.0000462,0.0000462,360900,1.1293367,0.279803703,0.315992591,526170,1.018718188,0.477116816,0.486047578
801450,33925,3.380152554,0.681887725,2.304884537,1184080,1.209733644,0.974315094,1.178661749,1003200,0.830752279,1.01739129,0.845200132,51625.0667,1.521725718,3.380152554,5.143665072,1536720,1.297817464,1.209733644,1.570013449,1393840,1.389393551,0.830752279,1.154241859
801467,16186.48,0.474180077,1.525111274,0.723177381,273770,0.988516754,1.054371508,1.0422639,272690,1.013336084,1.032944634,1.046720071,8897.68,0.549726085,0.474180077,0.260669157,237240,0.866567314,0.988516754,0.856616308,278831,1.022519995,1.013336084,1.036156408
801474,24440,24441,3.45E-05,0.843216756,429965,2.917405123,0.406607486,1.186238763,438030,0.962247845,1.192927443,1.147891861,62945.25,2.575436766,24441,62946.25,521640,1.213214533,2.917405123,3.539438294,507735,1.159132573,0.962247845,1.11537282
801475,0,4.28E-05,2.387761835,0.000102278,200340,0.426464872,1.074682883,0.458314498,402846,0.881974164,0.87353026,0.770431121,18854.42,18855.42,0.0000428,0.807654529,448060,2.236491782,0.426464872,0.953785181,428417,1.063475712,0.881974164,0.937958102
801483,25082.4817,0.564668218,44421.6283,25083.4817,513099.972,0.803902109,1.617644934,1.300428175,555227.6354,0.905590584,1.042349737,0.943942107,0,0.0000399,0.564668218,0.0000225,513099.972,0.803902109,1.617644934,1.300428175,555227.6354,0.905590584,1.042349737,0.943942107
801487,0,1,1,1,227120,0.251163839,4.63667151,1.164564218,311821,0.262162312,3.772377452,0.988975195,0,1,1,1,204940,0.902342804,0.251163839,0.226635883,209010,0.67028946,0.262162312,0.175724635
801488,0,2.87E-05,1.195518513,3.43E-05,696012.68,1.081375244,1.022322694,1.105514452,662424.91,1.064567597,0.805620475,0.857637453,0,1,0.0000287,0.0000287,696012.68,1.081375244,1.022322694,1.105514452,662424.91,1.064567597,0.805620475,0.857637453
801491,31784.4007,2.989552855,0.223934635,0.669464427,537660.944,1.104984283,0.826378936,0.913135735,523891.32,0.872721079,1.022825198,0.892641111,36591.1904,1.151226336,2.989552855,3.441651981,580034.954,1.078811622,1.104984283,1.192069886,575707.729,1.098906602,0.872721079,0.959038956
801492,20995,0.967954541,21.66943187,20.97502498,440575,1.16074676,1.541275312,1.789030324,411480,1.184115634,0.970656023,1.149368973,23785,1.132882454,0.967954541,1.096578715,394230,0.89480816,1.16074676,1.038645672,370117,0.89947774,1.184115634,1.065085655
801493,0,1,1,1,0,1.35E-06,1.724229752,2.32E-06,0,1.17E-06,1.096134326,1.29E-06,0,1,1,1,0,0.00000135,1.724229752,0.00000232,0,0.00000117,1.096134326,0.00000129
801499,44075,0.681999586,1.129584393,0.770376088,799621.5418,0.916549265,1.054263186,0.966284149,761863.6828,1.140310161,1.045663181,1.192380351,50980,1.156661222,0.681999586,0.788842474,822389.5968,1.028473503,0.916549265,0.942646634,801786.9622,1.052402061,1.140310161,1.200064763
801512,0,1,1,1,285380,0.484655966,1.000900047,0.485092179,259920,0.280671486,1.11884727,0.314028526,0,1,1,1,285380,0.484655966,1.000900047,0.485092179,259920,0.280671486,1.11884727,0.314028526
801513,26290,0.66846204,1.900539917,1.27043879,446604,0.527814084,2.038282601,1.075834265,367814,0.519583751,1.775389758,0.92246367,30967.6,1.177916397,0.66846204,0.787392398,449166,1.005736613,0.527814084,0.53084195,393792,1.070627897,0.519583751,0.556280859
